Time of Visit,IP Address,Request Method,Status Code,Navigation Pages,Country,Sports,Number of Visit,Gender,Age,Cluster
06:11:22,235.1.217.115,GET,200,index.html,Brazil,Weightlifting,Daily,Non-binary,36,2
08:20:11,107.129.10.51,PATCH,400,images/games.html,Pakistan,Athletics,Seldon,Female,21,0
21:18:37,141.80.89.254,HEAD,200,searchsports.html,Poland,Badminton,Once,Male,34,2
12:12:49,195.101.128.94,CONNECT,200,news.html,Philippines,Basketball,Daily,Female,21,2
23:35:24,105.150.95.111,PUT,200,searchsports.html,Poland,Volleyball,Seldon,Female,47,1
01:35:32,211.123.44.95,POST,100,venue information.html,Peru,Gymnastics,Often,Male,66,1
20:40:30,12.128.207.25,HEAD,301,index.html,Philippines,Athletics,Seldon,Male,30,0
16:17:18,59.30.11.178,POST,200,searchsports.html,Russia,Football,Once,Male,24,2
11:24:50,72.198.23.207,GET,200,news.html,Croatia,Basketball,Daily,Male,62,1
12:17:43,65.61.161.119,POST,100,venue information.html,Russia,Boxing,Never,Male,67,1
19:20:19,228.12.210.184,CONNECT,100,venue information.html,Iran,Swimming,Often,Female,47,1
16:26:16,80.11.155.163,CONNECT,100,venue information.html,Colombia,Table Tennis,Seldon,Female,59,1
00:55:09,179.251.139.79,HEAD,200,searchsports.html,Sudan,Table Tennis,Daily,Male,46,1
04:43:18,24.25.27.53,HEAD,200,searchsports.html,Nigeria,Badminton,Seldon,Male,66,1
03:40:11,183.125.114.72,GET,200,index.html,Canada,Football,Seldon,Male,26,2
16:32:11,61.10.60.165,PATCH,200,searchsports.html,Argentina,Karate,Seldon,Male,27,2
21:30:48,51.229.99.16,PATCH,200,index.html,Russia,Badminton,Seldon,Female,65,1
07:58:17,136.63.83.4,GET,200,sechedule.html,Peru,Badminton,Once,Male,69,1
22:53:43,215.81.192.234,GET,200,index.html,Canada,Gymnastics,Seldon,Male,32,2
03:32:12,101.242.21.120,CONNECT,400,ticketing.html,Argentina,Diving,Seldon,Female,20,0
01:32:52,40.133.217.119,CONNECT,200,venue information.html,Russia,Weightlifting,Once,Male,70,1
22:42:45,227.7.3.23,POST,200,news.html,Russia,Table Tennis,Seldon,Male,43,2
00:36:41,193.204.204.106,HEAD,200,searchsports.html,Peru,Volleyball,Once,Male,69,1
03:37:06,229.180.82.202,POST,200,searchsports.html,Afghanistan,Athletics,Once,Male,42,2
18:48:39,118.129.234.2,HEAD,200,index.html,China,Athletics,Seldon,Non-binary,64,1
19:12:24,121.155.208.156,CONNECT,200,venue information.html,Indonesia,Swimming,Seldon,Male,52,1
18:55:46,43.119.168.71,HEAD,100,news.html,Argentina,Baseball,Often,Male,33,2
03:41:31,9.242.97.69,GET,500,index.html,China,Football,Once,Non-binary,36,0
14:56:28,70.209.217.69,POST,200,images/games.html,Chad,Table Tennis,Seldon,Non-binary,68,1
10:29:41,249.146.162.185,CONNECT,200,searchsports.html,China,Baseball,Once,Non-binary,67,1
03:36:11,58.222.13.90,POST,200,news.html,Argentina,Table Tennis,Often,Female,40,2
23:40:40,197.179.99.254,GET,301,images/games.html,China,Athletics,Often,Male,59,1
07:29:00,41.75.44.180,GET,301,index.html,Philippines,Baseball,Seldon,Non-binary,66,1
01:24:16,63.148.88.159,PATCH,100,index.html,China,Table Tennis,Daily,Female,37,2
09:58:01,165.143.243.200,HEAD,100,venue information.html,Portugal,Athletics,Seldon,Female,26,2
22:49:36,255.73.35.87,CONNECT,200,ticketing.html,Brazil,Football,Once,Non-binary,21,2
18:57:48,76.70.130.213,GET,200,searchsports.html,Russia,Volleyball,Seldon,Female,63,1
11:36:05,43.72.230.191,GET,200,venue information.html,United States,Baseball,Seldon,Male,60,1
15:13:57,174.143.193.71,GET,200,volunteer.html,Indonesia,Swimming,Once,Non-binary,52,1
23:11:47,251.227.70.27,PATCH,200,news.html,Madagascar,Athletics,Once,Male,24,2
06:53:17,128.210.33.138,GET,200,searchsports.html,China,Badminton,Seldon,Non-binary,57,1
08:16:18,119.81.162.29,GET,301,images/games.html,Philippines,Table Tennis,Never,Male,50,0
16:14:38,139.131.149.54,HEAD,301,searchsports.html,China,Swimming,Seldon,Male,42,0
17:37:28,45.240.10.43,HEAD,200,searchsports.html,Brazil,Athletics,Often,Female,29,2
01:05:42,43.91.93.82,POST,200,venue information.html,Indonesia,Swimming,Seldon,Male,67,1
05:54:29,121.18.19.64,GET,100,index.html,Ukraine,Diving,Often,Non-binary,45,2
15:39:43,153.26.140.119,PATCH,200,volunteer.html,Czech Republic,Volleyball,Once,Male,23,2
20:46:20,109.150.188.208,CONNECT,200,venue information.html,Mexico,Basketball,Often,Male,47,1
18:52:53,141.223.159.219,CONNECT,100,news.html,China,Volleyball,Seldon,Male,35,2
05:54:21,194.16.68.72,CONNECT,400,images/games.html,Poland,Baseball,Seldon,Male,34,0
19:18:32,73.233.120.54,HEAD,200,ticketing.html,Philippines,Swimming,Often,Male,54,1
08:11:03,65.251.16.49,CONNECT,100,images/games.html,United States,Volleyball,Often,Female,51,1
00:06:27,118.188.132.125,HEAD,200,ticketing.html,Indonesia,Volleyball,Seldon,Male,58,1
03:17:16,119.172.68.172,GET,301,images/games.html,Peru,Swimming,Often,Female,45,0
04:39:38,249.120.186.152,CONNECT,200,ticketing.html,Niger,Karate,Often,Male,37,2
07:04:39,53.203.213.228,PATCH,200,sponsorship.html,Uganda,Weightlifting,Daily,Male,53,1
05:24:52,36.56.103.44,GET,200,venue information.html,Macedonia,Boxing,Often,Female,46,1
02:21:03,226.190.164.38,CONNECT,100,news.html,Sweden,Basketball,Seldon,Non-binary,25,2
17:08:27,225.180.24.236,PATCH,301,ticketing.html,Philippines,Athletics,Once,Male,38,0
04:47:45,174.152.100.233,POST,200,index.html,Russia,Swimming,Often,Female,33,2
14:45:55,95.155.247.214,HEAD,100,index.html,Uganda,Swimming,Often,Male,36,2
05:09:44,99.129.118.117,GET,200,ticketing.html,China,Fencing,Seldon,Non-binary,24,2
23:01:36,19.210.230.68,HEAD,200,index.html,Poland,Wrestling,Daily,Male,43,2
17:19:40,179.225.213.194,POST,200,index.html,Brazil,Weightlifting,Often,Female,29,2
15:03:58,19.180.26.36,PATCH,200,sechedule.html,United States,Swimming,Seldon,Non-binary,47,1
23:18:23,169.191.118.138,GET,100,venue information.html,Taiwan,Athletics,Once,Non-binary,49,1
03:04:18,167.218.221.150,CONNECT,200,searchsports.html,Sweden,Swimming,Once,Non-binary,19,2
22:28:43,25.226.235.239,GET,100,searchsports.html,China,Swimming,Once,Non-binary,69,1
04:07:31,250.235.248.235,GET,200,venue information.html,Russia,Swimming,Seldon,Male,20,2
13:30:53,72.174.255.15,GET,200,sechedule.html,China,Weightlifting,Seldon,Male,39,2
21:35:58,27.223.153.66,GET,200,index.html,Togo,Baseball,Often,Female,64,1
20:52:52,82.1.6.62,PATCH,200,news.html,Indonesia,Basketball,Often,Male,29,2
15:21:47,231.60.197.243,PATCH,200,news.html,Portugal,Football,Seldon,Male,60,1
00:47:13,167.25.48.8,POST,200,index.html,Croatia,Gymnastics,Never,Female,29,2
02:57:51,117.36.159.107,GET,200,news.html,China,Baseball,Daily,Male,24,2
04:39:36,242.9.242.58,HEAD,200,index.html,Russia,Volleyball,Seldon,Female,52,1
04:35:01,25.156.52.223,GET,200,index.html,China,Gymnastics,Once,Female,65,1
17:16:03,134.99.15.206,CONNECT,200,searchsports.html,Argentina,Football,Daily,Female,20,2
13:06:38,236.92.193.57,HEAD,100,images/games.html,Ireland,Athletics,Daily,Male,35,2
16:01:48,193.13.243.42,GET,301,sechedule.html,Russia,Football,Seldon,Non-binary,63,1
12:31:13,3.143.184.5,GET,200,images/games.html,Indonesia,Swimming,Daily,Male,70,1
06:08:06,120.105.224.218,CONNECT,200,ticketing.html,Indonesia,Weightlifting,Seldon,Female,35,2
16:46:02,133.170.242.151,POST,100,searchsports.html,China,Football,Often,Male,46,1
06:41:20,253.176.6.201,HEAD,200,index.html,China,Badminton,Seldon,Non-binary,27,2
05:26:23,57.243.212.94,GET,400,ticketing.html,Egypt,Gymnastics,Seldon,Female,40,0
22:20:22,20.213.58.226,HEAD,200,index.html,Brazil,Swimming,Often,Female,61,1
20:15:48,76.156.39.148,HEAD,200,venue information.html,Indonesia,Swimming,Once,Male,20,2
03:11:37,173.169.217.162,GET,200,venue information.html,Italy,Athletics,Seldon,Female,34,2
07:31:33,80.59.210.62,PUT,200,news.html,Brazil,Baseball,Seldon,Female,38,2
15:02:30,130.185.218.139,PUT,200,venue information.html,Indonesia,Table Tennis,Once,Female,25,2
15:09:54,215.178.204.69,POST,200,news.html,Armenia,Athletics,Often,Non-binary,27,2
18:44:15,178.103.253.79,POST,200,ticketing.html,Philippines,Basketball,Seldon,Male,30,2
07:28:30,184.189.56.31,PUT,200,venue information.html,Japan,Table Tennis,Often,Female,68,1
03:34:47,228.197.223.224,HEAD,403,sechedule.html,Indonesia,Football,Often,Male,30,0
12:40:11,148.236.47.13,PUT,200,images/games.html,China,Swimming,Never,Non-binary,30,2
23:31:31,169.202.233.104,CONNECT,500,ticketing.html,Cameroon,Athletics,Daily,Male,24,0
09:56:56,95.240.116.221,HEAD,100,sechedule.html,China,Table Tennis,Daily,Male,42,2
11:36:56,31.160.0.113,GET,200,sechedule.html,Indonesia,Wrestling,Often,Non-binary,61,1
04:19:52,195.238.98.105,PATCH,100,news.html,China,Swimming,Seldon,Non-binary,18,2
12:00:40,81.168.210.90,CONNECT,301,venue information.html,Brazil,Karate,Often,Female,39,0
18:32:52,79.189.228.209,GET,200,venue information.html,Colombia,Football,Often,Male,18,2
14:09:53,175.60.11.163,PUT,200,sechedule.html,Bangladesh,Football,Once,Male,53,1
05:13:13,247.189.137.79,CONNECT,200,sechedule.html,France,Weightlifting,Daily,Female,43,2
21:53:15,185.35.167.84,PATCH,200,ticketing.html,Portugal,Athletics,Never,Male,42,2
11:02:29,176.229.90.90,HEAD,200,venue information.html,Poland,Football,Seldon,Female,66,1
06:04:37,93.64.214.142,PATCH,200,searchsports.html,Russia,Athletics,Seldon,Male,47,1
10:37:40,43.101.227.238,HEAD,200,news.html,China,Gymnastics,Often,Female,63,1
15:02:12,230.76.5.82,POST,100,images/games.html,China,Swimming,Seldon,Female,48,1
21:35:29,196.223.92.99,HEAD,301,images/games.html,Indonesia,Basketball,Once,Male,61,1
03:36:42,164.189.249.148,PATCH,200,ticketing.html,Argentina,Football,Daily,Male,63,1
13:46:41,198.67.5.204,GET,200,images/games.html,Denmark,Athletics,Once,Female,36,2
11:59:54,40.238.37.44,GET,301,sechedule.html,Finland,Baseball,Often,Female,42,0
14:26:05,143.181.138.206,HEAD,301,index.html,Brazil,Football,Often,Non-binary,40,0
02:25:28,182.87.60.195,GET,500,images/games.html,China,Swimming,Seldon,Male,29,0
01:29:49,218.192.220.217,POST,100,ticketing.html,Brazil,Volleyball,Often,Female,45,2
19:39:51,96.175.44.158,POST,200,searchsports.html,Philippines,Table Tennis,Often,Female,37,2
01:57:13,40.102.250.170,PUT,200,images/games.html,China,Football,Seldon,Female,54,1
19:16:03,150.252.29.54,GET,200,index.html,Ireland,Basketball,Seldon,Male,70,1
09:01:14,22.73.228.58,GET,301,venue information.html,China,Table Tennis,Seldon,Female,50,0
20:30:12,172.71.62.231,GET,200,searchsports.html,Indonesia,Baseball,Seldon,Female,34,2
23:31:01,127.43.121.115,PATCH,100,index.html,Vietnam,Football,Seldon,Non-binary,39,2
23:24:42,155.204.226.31,PATCH,100,index.html,Greece,Table Tennis,Seldon,Male,39,2
01:55:39,217.130.230.93,GET,200,index.html,Brazil,Swimming,Seldon,Female,67,1
06:12:11,237.102.7.90,HEAD,100,searchsports.html,France,Basketball,Daily,Male,58,1
06:47:49,250.233.52.170,CONNECT,200,news.html,Lesotho,Volleyball,Daily,Male,58,1
13:37:24,90.233.19.26,PATCH,200,ticketing.html,Iran,Baseball,Often,Female,58,1
11:55:41,32.208.152.186,GET,100,news.html,Croatia,Athletics,Seldon,Male,63,1
23:15:14,30.226.61.209,HEAD,200,index.html,South Africa,Volleyball,Often,Male,19,2
21:20:09,190.115.175.13,GET,200,news.html,Colombia,Football,Seldon,Male,62,1
03:47:22,86.162.167.170,HEAD,200,searchsports.html,France,Volleyball,Once,Male,59,1
01:23:06,140.89.31.215,GET,403,images/games.html,France,Football,Seldon,Female,35,0
08:52:02,35.253.33.213,GET,400,index.html,China,Basketball,Often,Female,33,0
21:01:28,180.220.103.95,POST,200,index.html,China,Table Tennis,Daily,Female,41,2
13:38:10,65.29.79.123,PUT,200,ticketing.html,Russia,Baseball,Seldon,Female,29,2
04:05:56,162.211.100.157,HEAD,200,images/games.html,Afghanistan,Football,Once,Female,64,1
08:48:42,69.174.116.155,GET,200,searchsports.html,Guatemala,Athletics,Often,Female,53,1
07:51:05,192.203.33.193,GET,200,index.html,China,Football,Often,Male,33,2
23:09:31,17.230.136.21,PATCH,301,index.html,China,Table Tennis,Often,Female,70,1
10:55:30,211.158.10.175,GET,200,news.html,Portugal,Athletics,Seldon,Male,20,2
03:24:27,154.163.129.229,POST,200,venue information.html,Japan,Table Tennis,Seldon,Female,27,2
22:19:35,100.82.251.57,GET,200,sechedule.html,Ireland,Weightlifting,Often,Male,50,1
10:39:49,121.26.169.138,CONNECT,200,index.html,Croatia,Gymnastics,Often,Female,23,2
05:49:53,89.61.10.15,PATCH,100,index.html,Indonesia,Karate,Seldon,Male,40,2
15:11:48,123.161.155.73,GET,200,ticketing.html,Ukraine,Baseball,Seldon,Male,53,1
18:17:37,57.192.124.5,GET,200,index.html,Ukraine,Badminton,Daily,Male,49,1
17:55:20,149.132.214.226,HEAD,200,news.html,South Africa,Football,Once,Non-binary,32,2
14:18:52,225.194.179.141,HEAD,100,venue information.html,Indonesia,Badminton,Often,Female,28,2
19:51:34,159.104.240.46,HEAD,100,ticketing.html,Japan,Table Tennis,Never,Female,23,2
21:08:44,103.71.156.125,HEAD,301,sechedule.html,Armenia,Weightlifting,Seldon,Male,30,0
01:06:54,230.203.34.22,CONNECT,100,searchsports.html,Venezuela,Athletics,Daily,Non-binary,19,2
10:50:22,40.195.204.22,POST,100,sechedule.html,Indonesia,Football,Often,Female,70,1
02:44:35,177.64.138.251,HEAD,200,index.html,China,Boxing,Once,Non-binary,59,1
07:54:48,16.19.169.63,PATCH,200,ticketing.html,China,Weightlifting,Seldon,Male,62,1
08:32:01,218.6.139.72,GET,200,images/games.html,Portugal,Football,Seldon,Male,44,2
15:54:05,171.155.89.121,POST,200,venue information.html,France,Wrestling,Never,Non-binary,62,1
15:55:17,130.195.33.229,GET,100,sechedule.html,Indonesia,Table Tennis,Seldon,Female,57,1
08:42:04,240.99.228.245,POST,200,venue information.html,Portugal,Volleyball,Often,Male,67,1
06:56:45,31.195.99.248,CONNECT,301,ticketing.html,Ireland,Baseball,Seldon,Non-binary,19,0
07:50:10,100.65.164.175,GET,200,images/games.html,China,Football,Seldon,Male,50,1
04:06:31,14.211.19.58,HEAD,200,images/games.html,Peru,Athletics,Seldon,Male,68,1
23:34:05,237.0.164.17,GET,200,sponsorship.html,Benin,Table Tennis,Often,Male,20,2
13:51:46,63.253.130.44,HEAD,200,images/games.html,Sweden,Table Tennis,Never,Male,50,1
13:55:34,24.20.122.131,PATCH,200,searchsports.html,Brazil,Boxing,Often,Female,52,1
04:19:11,3.246.60.26,CONNECT,100,images/games.html,Indonesia,Boxing,Once,Male,51,1
21:11:35,163.222.171.255,PATCH,200,ticketing.html,China,Baseball,Never,Male,26,2
06:34:54,43.64.230.46,CONNECT,200,sechedule.html,Vietnam,Table Tennis,Once,Female,53,1
13:19:55,94.193.75.218,HEAD,200,sechedule.html,Finland,Volleyball,Seldon,Non-binary,37,2
18:18:34,187.238.20.120,CONNECT,200,index.html,Ukraine,Football,Often,Male,35,2
20:37:17,54.9.61.233,PATCH,100,index.html,Ireland,Athletics,Daily,Male,65,1
11:04:15,30.145.66.196,HEAD,400,searchsports.html,Finland,Boxing,Often,Male,36,0
11:14:41,20.48.101.137,PUT,200,ticketing.html,South Africa,Basketball,Never,Male,28,2
00:29:44,201.0.38.27,HEAD,500,news.html,Philippines,Football,Once,Female,61,0
09:57:02,220.151.185.28,POST,200,searchsports.html,Japan,Athletics,Seldon,Male,18,2
20:12:22,175.75.112.225,CONNECT,200,images/games.html,Philippines,Basketball,Seldon,Female,38,2
14:20:36,241.242.52.79,CONNECT,200,sponsorship.html,Russia,Table Tennis,Once,Female,37,2
23:36:17,23.175.108.116,PATCH,100,venue information.html,Philippines,Volleyball,Often,Male,51,1
08:28:23,128.143.189.178,GET,200,searchsports.html,Armenia,Table Tennis,Often,Male,43,2
06:41:37,249.6.25.178,GET,200,images/games.html,China,Boxing,Seldon,Male,32,2
16:09:50,127.131.206.92,GET,100,sechedule.html,Gambia,Basketball,Daily,Female,56,1
10:40:47,194.245.107.213,CONNECT,100,sechedule.html,Indonesia,Swimming,Once,Male,28,2
02:11:50,146.128.177.214,CONNECT,200,images/games.html,China,Swimming,Seldon,Non-binary,37,2
00:42:54,106.21.110.49,HEAD,200,images/games.html,Argentina,Table Tennis,Once,Male,49,1
04:44:15,223.79.199.15,POST,200,index.html,China,Basketball,Daily,Male,27,2
03:37:30,238.113.129.25,POST,100,venue information.html,Poland,Badminton,Often,Non-binary,52,1
12:30:54,77.195.9.252,PATCH,200,ticketing.html,Ukraine,Swimming,Once,Male,55,1
00:20:59,7.166.48.155,HEAD,500,searchsports.html,China,Swimming,Seldon,Male,33,0
08:12:30,11.223.191.29,GET,200,sponsorship.html,Philippines,Weightlifting,Seldon,Female,24,2
05:44:30,87.229.5.216,CONNECT,200,index.html,Brazil,Athletics,Once,Male,18,2
21:17:52,214.86.127.20,HEAD,301,searchsports.html,China,Table Tennis,Seldon,Female,58,1
19:48:27,220.55.87.191,GET,301,index.html,Armenia,Athletics,Seldon,Male,54,0
22:29:29,153.11.217.61,GET,200,searchsports.html,China,Football,Never,Male,58,1
07:55:46,64.205.223.166,GET,100,venue information.html,Mexico,Athletics,Often,Female,35,2
06:29:04,240.181.31.223,PUT,100,index.html,Portugal,Swimming,Daily,Non-binary,62,1
12:49:08,246.61.229.6,POST,200,searchsports.html,Serbia,Weightlifting,Seldon,Male,47,1
00:06:43,143.150.89.91,HEAD,100,venue information.html,Belgium,Badminton,Often,Male,37,2
00:04:28,110.82.163.127,CONNECT,200,index.html,China,Gymnastics,Seldon,Male,52,1
13:59:02,194.250.9.118,GET,200,ticketing.html,Syria,Wrestling,Often,Female,35,2
22:25:18,119.236.177.65,GET,200,ticketing.html,China,Athletics,Daily,Male,52,1
23:50:35,229.69.197.178,GET,200,images/games.html,Russia,Table Tennis,Seldon,Non-binary,61,1
15:44:05,101.24.236.112,GET,200,sponsorship.html,Poland,Wrestling,Often,Female,38,2
11:07:28,251.25.111.230,CONNECT,200,searchsports.html,Sweden,Baseball,Once,Female,29,2
21:47:12,230.56.162.241,POST,200,index.html,Indonesia,Athletics,Seldon,Male,28,2
13:23:24,78.140.137.156,PATCH,200,venue information.html,France,Badminton,Seldon,Non-binary,36,2
14:33:42,191.85.252.250,HEAD,200,venue information.html,Australia,Football,Often,Non-binary,58,1
02:17:11,126.235.105.128,HEAD,100,index.html,South Africa,Athletics,Seldon,Non-binary,55,1
03:34:41,243.255.130.213,PUT,100,index.html,Indonesia,Badminton,Daily,Male,53,1
22:00:37,227.36.5.120,PATCH,200,searchsports.html,Chile,Swimming,Once,Male,55,1
20:57:39,125.232.86.224,HEAD,200,ticketing.html,Poland,Swimming,Often,Female,43,2
13:38:42,113.90.193.71,GET,403,sechedule.html,United States,Karate,Seldon,Female,46,0
02:23:30,120.167.74.17,CONNECT,301,images/games.html,Russia,Weightlifting,Never,Female,57,0
21:09:08,86.95.145.221,HEAD,200,images/games.html,Russia,Swimming,Often,Non-binary,39,2
12:27:29,153.20.240.218,GET,100,venue information.html,Taiwan,Basketball,Once,Male,54,1
08:33:26,102.222.68.175,PATCH,403,news.html,Indonesia,Football,Once,Female,50,0
04:00:36,36.209.88.44,PATCH,200,news.html,Russia,Swimming,Often,Male,46,1
19:10:13,182.19.37.227,CONNECT,403,index.html,Cameroon,Football,Often,Non-binary,23,0
22:20:41,136.181.237.77,GET,301,images/games.html,Argentina,Volleyball,Often,Male,21,0
07:15:12,226.208.35.152,HEAD,200,sechedule.html,Philippines,Swimming,Daily,Female,57,1
17:29:20,12.136.242.237,CONNECT,200,volunteer.html,Bulgaria,Football,Once,Non-binary,31,2
10:42:55,82.173.38.65,PUT,200,ticketing.html,Brazil,Athletics,Seldon,Male,61,1
15:49:41,146.214.33.126,HEAD,301,index.html,Bulgaria,Football,Once,Non-binary,58,1
04:47:03,151.26.240.149,POST,200,sechedule.html,Indonesia,Swimming,Daily,Female,40,2
00:33:50,54.103.233.112,GET,200,news.html,Indonesia,Baseball,Often,Male,40,2
15:50:15,206.76.186.166,POST,200,index.html,China,Weightlifting,Seldon,Female,20,2
18:41:22,1.113.245.11,PATCH,400,index.html,Tunisia,Weightlifting,Once,Male,57,0
02:45:08,170.84.166.188,HEAD,400,sechedule.html,Indonesia,Swimming,Seldon,Female,26,0
17:10:32,77.107.67.208,CONNECT,100,sechedule.html,China,Baseball,Often,Male,65,1
21:47:36,210.22.76.154,CONNECT,100,ticketing.html,Thailand,Basketball,Seldon,Non-binary,31,2
21:22:34,47.190.220.23,HEAD,200,index.html,Philippines,Volleyball,Often,Non-binary,70,1
18:24:39,6.82.130.10,PATCH,200,index.html,Nigeria,Boxing,Seldon,Female,24,2
04:56:09,43.128.188.32,PATCH,200,sechedule.html,China,Football,Often,Female,32,2
07:25:30,159.233.253.205,GET,200,index.html,Philippines,Table Tennis,Daily,Male,65,1
